0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.0207,0.0173,0.0138,0.038,0.0622,0.0864,0.1106,0.1382,0.1659,0.1382,0.1106,0.0829,0.0553,0.0276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0069,0.0104,0.0138,0.0173,0.0,0.0
0.0001,0.0001,0.0001,0.0001,0.0278,0.0554,0.0831,0.1107,0.1384,0.166,0.1384,0.1107,0.0831,0.0554,0.0278,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0279,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0278,0.0278
0.0,0.0,0.0,0.0,0.0,0.0242,0.0484,0.0726,0.0968,0.121,0.1452,0.121,0.0968,0.0726,0.0484,0.0242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0278,0.0554,0.0831,0.1107,0.1384,0.166,0.1384,0.1107,0.0831,0.0554,0.0278,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0279,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0278,0.0278
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0277,0.0553,0.083,0.1123,0.1417,0.1711,0.1452,0.1192,0.0933,0.0639,0.0346,0.0052,0.0035,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0017
0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0278,0.0554,0.0831,0.1107,0.1384,0.166,0.1384,0.1107,0.0831,0.0554,0.0278,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0279,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0278,0.0278
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0276,0.0553,0.0829,0.1106,0.1382,0.1659,0.1382,0.1106,0.0829,0.0553,0.0276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104,0.0208,0.0312,0.0415,0.0519,0.0623,0.0519,0.0415,0.0312,0.0208,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104,0.0104
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0276,0.0553,0.0829,0.1106,0.1382,0.1659,0.1382,0.1106,0.0829,0.0553,0.0276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0104,0.0086,0.0069,0.0052,0.0035,0.0017,0.0,0.0,0.0,0.0,0.0017,0.0035,0.0328,0.0622,0.0916,0.121,0.1469,0.1728,0.1434,0.1141,0.0847,0.0553,0.0277,0.0,0.0017,0.0035,0.0052,0.0069,0.0086,0.0104,0.0017,0.0069,0.0052,0.0035,0.0017,0.0017,0.0035,0.0052,0.0069,0.0086,0.0017,0.0017
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0069,0.0104,0.0415,0.0726,0.1037,0.1279,0.1521,0.1763,0.1452,0.1141,0.083,0.0553,0.0277,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0035
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0276,0.0553,0.0829,0.1106,0.1382,0.1659,0.1382,0.1106,0.0829,0.0553,0.0276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0276,0.0553,0.0829,0.1106,0.1382,0.1659,0.1382,0.1106,0.0829,0.0553,0.0276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0035,0.0052,0.0069,0.0086,0.0104,0.0363,0.0622,0.0881,0.1141,0.14,0.1659,0.1383,0.1106,0.083,0.0553,0.0277,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0017
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0276,0.0553,0.0829,0.1106,0.1382,0.1659,0.1382,0.1106,0.0829,0.0553,0.0276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0276,0.0553,0.0829,0.1106,0.1382,0.1659,0.1382,0.1106,0.0829,0.0553,0.0276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0276,0.0553,0.0829,0.1106,0.1382,0.1659,0.1382,0.1106,0.0829,0.0553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0242,0.0484,0.0726,0.0983,0.124,0.1497,0.127,0.1043,0.0817,0.0,0.0302,0.0045,0.003,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0276,0.0553,0.0829,0.1106,0.1382,0.1659,0.1382,0.1106,0.0,0.0553,0.0276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0276,0.0553,0.0829,0.1106,0.1382,0.1659,0.1382,0.0,0.0829,0.0553,0.0276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104,0.0207,0.0311,0.0415,0.0518,0.0622,0.0,0.0415,0.0311,0.0207,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0276,0.0553,0.0829,0.1106,0.1382,0.0,0.1382,0.1106,0.0829,0.0553,0.0276,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0276,0.0553,0.0829,0.1106,0.0,0.1659,0.1382,0.1106,0.0829,0.0553,0.0276,0.0,0.0,0.0,0.0,0.0
0.0104,0.0086,0.0069,0.0052,0.0035,0.0017,0.0,0.0,0.0,0.0,0.0017,0.0035,0.0052,0.0069,0.0086,0.0104,0.0086,0.0069,0.0052,0.0035,0.0017,0.0,0.0,0.0,0.0017,0.0035,0.0052,0.0346,0.0639,0.0933,0.0017,0.1452,0.1711,0.1417,0.1123,0.0847,0.0588,0.0328,0.0069,0.0086,0.0017,0.0017
0.0017,0.0,0.0,0.0,0.0,0.0017,0.0035,0.0052,0.0069,0.0086,0.0104,0.0086,0.0069,0.0052,0.0035,0.0017,0.0,0.0,0.0276,0.0553,0.0829,0.1123,0.1417,0.1711,0.1453,0.1195,0.0936,0.0644,0.0351,0.0058,0.0,0.0056,0.0055,0.0071,0.0087,0.0104,0.0086,0.0069,0.0052,0.0035,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333,0.0
