12,58
20,35
33,34
7,33
27,33
17,31
18,31
28,31
32,31
2,28
37,28
16,27
30,27
5,26
13,26
22,26
25,26
31,26
35,26
14,25
26,25
19,24
23,24
36,24
11,23
15,23
29,23
10,22
39,21
3,20
4,20
8,20
21,20
34,20
40,17
6,16
9,9
24,9
38,7
1,0
